# 0x4d 72 < 201.42.24.136	0x8d 56 < 201.42.24.136	0x4d 80 > 201.42.24.136	0xc1 30 > 201.42.24.136	0xd 48 < 201.42.24.136	0xcd 40 < 201.42.24.136	0xd 32 > 201.42.24.136	0x4d 144 < 201.42.24.136	0x8d 64 > 201.42.24.136	0xcd 48 < 201.42.24.136	0xc1 38 > 201.42.24.136	0xc1 38 < 201.42.24.136	0xd 88 > 201.42.24.136	0xcd 48 > 201.42.24.136	0x0 24 < 201.42.24.136	0xe1 61 > 201.42.24.136	0x1 28 < 201.42.24.136	0xd 160 > 201.42.24.136	0x41 34 < 201.42.24.136	0xd 64 > 201.42.24.136	0xcd 112 < 201.42.24.136	0x8d 56 > 201.42.24.136	0x4d 72 > 201.42.24.136	0xd 40 < 201.42.24.136	0x41 274 < 201.42.24.136	0x8d 64 < 201.42.24.136	0x61 33 < 201.42.24.136	0x4d 80 < 201.42.24.136	0x61 33 > 201.42.24.136	0xcd 56 > 201.42.24.136	0xc1 30 < 201.42.24.136	0xcd 56 < 201.42.24.136	0x4d 48 < 201.42.24.136	0x1 28 > 201.42.24.136	0xe1 61 < 201.42.24.136	0xcd 40 > 201.42.24.136	0xd 24 < 201.42.24.136	0xd 32 < 201.42.24.136	0x4d 88 > 201.42.24.136
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	14	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	3	0	0	0	1	0	1	0	0	1	1	1	0	20	2	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	39	7	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	40	9	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	17	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0
1	44	1	0	0	5	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	19	13	0	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0
1	57	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	18	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	13	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0
1	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	1
0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	1
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	40	9	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	47	5	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	41	9	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0
1	56	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	8	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	58	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	55	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
2	54	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	53	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
8	41	1	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	51	3	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0
9	40	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8	41	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
15	29	0	0	0	14	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
12	34	0	0	0	12	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13	32	0	0	0	13	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11	35	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
5	49	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4	49	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3	52	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	56	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	55	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	56	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	53	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	55	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42	8	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32	13	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0
0	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	12	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	19	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	18	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0
1	56	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	18	0	0	2	0	0	0	0	0	0	0	0	0	19	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26	16	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0
0	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	13	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0
0	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	13	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36	11	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	38	9	0	0	1	0	1	0	0	0	0	0	0	0	10	0	0	0
1	56	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	4	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	55	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
2	54	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	55	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
8	42	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
5	47	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8	41	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
13	32	1	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
2	52	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
6	47	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
12	34	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0
2	17	0	0	0	19	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	21	0	1	0	1	2	0	1	0	0	0	0	2	0	15	0	0	0
3	51	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	3	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
1	56	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43	7	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	14	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	17	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	18	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23	17	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0
0	58	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0
1	55	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	14	0	0	1	0	1	0	0	0	0	0	0	0	16	0	0	0
1	55	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	11	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	50	4	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
1	55	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42	8	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36	11	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0
3	48	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
4	44	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	49	2	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
4	50	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2	54	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	46	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
12	29	0	0	0	16	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	55	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
16	26	0	0	0	16	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
16	26	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
18	21	0	0	0	18	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	33	0	0	0	12	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5	46	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1	55	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
2	53	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	57	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	53	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	0	0	0	2	1	0	1	0	0	0	0	1	0	8	0	0	0
1	23	0	0	0	14	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	29	2	0	0	1	1	0	1	0	0	0	0	1	0	9	0	1	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	55	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	50	3	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
1	55	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	51	3	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0
1	56	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
0	57	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	8	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0
0	58	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0
1	56	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	14	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0
1	56	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	18	20	0	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	16	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0
0	58	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	17	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0
0	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	15	0	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	37	10	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	45	7	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
1	56	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	48	5	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	51	4	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
1	56	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
1	56	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
3	52	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	45	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
13	33	0	0	0	12	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	31	0	0	0	13	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10	38	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	46	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	52	0	0	0	2	0	0	1	0	0	0	0	0	0	6	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
